Isaako Aaitui 
Jim LeClair 
Roger LeClerc 
Richard LeCounte 
Terry LeCount 
Jim Lecture 
Doc Ledbetter 
Jeremiah Ledbetter 
Jonathan Ledbetter 
Monte Ledbetter 
Toy Ledbetter 
Dwayne Ledford 
Courtney Ledyard 
Hal Ledyard 
Tuffy Leemans 
Max Leetzow 
Dick Leeuwenburg 
Jay Leeuwenburg 
Amp Lee 
Andy Lee 
Bernie Lee 
Biff Lee 
Bill Lee 
Bivian Lee 
Bob Lee 
Bob Lee 
Bobby Lee 
Byron Lee 
Carl Lee 
Cameron Lee 
Charles Lee 
Darron Lee 
Danzell Lee 
David Lee 
Delphfrine Lee 
Donald Lee 
Dwight Lee 
Edward Lee 
Elijah Lee 
Eric Lee 
Gary Lee 
Gene Lee 
Greg Lee 
Herman Lee 
Jacky Lee 
Jack Lee 
James Lee 
James Lee 
Jeff Lee 
John Lee 
Kevin Lee 
Keith Lee 
Ken Lee 
Khari Lee 
Larry Lee 
Lloyd Lee 
Marqise Lee 
Marquel Lee 
Mark Lee 
Mike Lee 
Monte Lee 
Oudious Lee 
Pat Lee 
ReShard Lee 
Ron Lee 
Ronnie Lee 
Sean Lee 
Shawn Lee 
Willie Lee 
John Lee 
Zeph Lee 
Billy Lefear 
Gil LeFebvre 
Joe Lefeged 
Clyde LeForce 
Byron Leftwich 
Dick Leftridge 
Burnie Legette 
Tyrone Legette 
Brad Leggett 
Dave Leggett 
Earl Leggett 
Jordan Leggett 
Maurice Leggett 
Scott Leggett 
John Leglue 
Lance Legree 
Doug Legursky 
Michael Lehan 
Teddy Lehman 
Chris Lehrer 
Matt Lehr 
Jake Leicht 
Jeff Leiding 
Brian Leigeb 
Charlie Leigh 
Dutch Leighty 
Tony Leiker 
Matt Leinart 
Rodney Leisle 
Rube Leisk 
Al Leith 
Norman LeJeune 
Walt LeJeune 
Brad Lekkerkerker 
Cory Lekkerkerker 
Ashley Lelie 
Tim Lelito 
Frank LeMaster 
Ray Lemek 
Shane Lemieux 
Bruce Lemmerman 
Cleo Lemon 
Cliff Lemon 
Corey Lemonier 
Devin Lemons 
Jessie Lemonier 
Jim LeMoine 
Mike Lemon 
Orie Lemon 
George Lenc 
Matt Lengel 
Bill Lenkaitis 
Reid Lennon 
Charles Leno Jr. 
Deommodore Lenoir 
Lance Lenoir 
Paris Lenon 
Greg Lens 
Vince Lensing 
Jack Lentz 
Pesky Lentz 
Bill Leonard 
Bob Leonetti 
Brian Leonard 
Brian Leonhardt 
Cecil Leonard 
Shaquille Leonard 
Deane Leonard 
Jim Leonard 
Jim Leonard 
Jim Leonard 
Jim Leonhard 
John Leonard 
Louis Leonard 
Matt Leonard 
Rick Leonard 
Tony Leon 
Tony Leonard 
Bobby Leopold 
Bobby Leo 
Charley Leo 
Jim Leo 
Barney Lepper 
Matt Lepsis 
Josh LeRibeus 
Emarlos Leroy 
Jimmy Lesane 
Mikel Leshoure 
Ron Leshinski 
Jordan Leslie 
Darrell Lester 
Darrell Lester 
Keith Lester 
Pinky Lester 
Robert Lester 
Tim Lester 
Jeremy LeSueur 
Zebbie Lethridge 
Russ Letlow 
Cotton Letner 
Jim Letsinger 
Leon Lett 
Lou Levanti 
Steve Levanitis 
Dave Levenick 
Dorsey Levens 
Dwayne Levels 
Jack LeVeck 
Jim Levey 
Mike Levenseller 
Nick Leverett 
Otis Leverette 
Anthony Levine 
Andy Levitre 
Bashir Levingston 
Chad Levitt 
Corey Levin 
Jerry LeVias 
Pep Levingston 
Mark LeVoir 
Chuck Levy 
DeAndre Levy 
Harvey Levy 
Len Levy 
Taylor Lewan  
Verne Lewellen 
Albert Lewis 
Alex Lewis 
Alex Lewis 
Art Lewis 
Art Lewis 
Bill Lewis 
Bill Lewis 
Cameron Lewis 
Chad Lewis 
Chris Lewis-Harris 
Cliff Lewis 
Cliff Lewis 
D.D. Lewis 
D.D. Lewis 
Darren Lewis 
David Lewis 
Dan Lewis 
Dave Lewis 
Darryll Lewis 
Damien Lewis 
Damione Lewis 
Darryl Lewis 
Dave Lewis 
Derrick Lewis 
Dezmin Lewis 
Dion Lewis 
Eddie Lewis 
Ernie Lewis 
Frank Lewis 
Franklin Lewis 
Gary Lewis 
Gary Lewis 
Garry Lewis 
Gary Lewis 
Greg Lewis 
Greg Lewis 
Henry Lewis 
Hal Lewis 
Hal Lewis 
Jamal Lewis 
Jermaine Lewis 
Jeff Lewis 
Jess Lewis 
Jonas Lewis 
Jourdan Lewis 
Joe Lewis 
John Lewis 
Jonathan Lewis 
Kapron Lewis-Moore 
Kendrick Lewis 
Keith Lewis 
Kenny Lewis 
Kevin Lewis 
Kevin Lewis 
Keenan Lewis 
Lance Lewis 
LaTroy Lewis 
Leo Lewis 
LeQuan Lewis 
Marcedes Lewis 
Mac Lewis 
Mark Lewis 
Marvin Lewis 
Michael Lewis 
Mike Lewis 
Michael Lewis 
Mo Lewis 
Myron Lewis 
Nate Lewis 
Patrick Lewis 
Ray Lewis 
Reggie Lewis 
Reggie Lewis 
Rich Lewis 
Roderick Lewis 
Ron Lewis 
Ronnell Lewis 
Roger Lewis 
Rodney Lewis 
Ron Lewis 
Roy Lewis 
Ryan Lewis 
Sherman Lewis 
Sid Lewis 
Stan Lewis 
Tahaun Lewis 
Terrell Lewis 
Terry Lewis 
Thomas Lewis 
Thaddeus Lewis 
Tim Lewis 
Tiny Lewis 
Tommylee Lewis 
Travis Lewis 
Trey Lewis 
Tyquan Lewis 
Vernon Lewis 
Will Lewis 
Woodley Lewis 
Harper LeBel 
Tex Leyendecker 
John Leypoldt 
Victor Leyva 
Kory Lichtensteiger 
Dennis Lick 
Cully Lidberg 
Brody Liddiard 
Dave Liddick 
Don Lieberum 
Frank Liebel 
Todd Liebenstein 
Mike Liedtke 
Bob Liggett 
Alex Light 
Matt Light 
Isaiah Likely 
Alva Liles 
Sonny Liles 
George Lilja 
Ryan Lilja 
Bob Lilly 
Joe Lillard 
Kevin Lilly 
Sammy Lilly 
Tony Lilly 
Verl Lillywhite 
Garrett Limbrick 
Dave Lince 
Jeremy Lincoln 
Keith Lincoln 
Al Lindow 
Brandon Linder 
Chris Lindstrom 
Chris Lindstrom 
Dale Lindsey 
Dave Lindstrom 
Errol Linden 
Rian Lindell 
Everett Lindsay 
Hub Lindsey 
Jim Lindsey 
Joe Lindahl 
Luke Lindon 
Menz Lindsey 
Mike Lind 
Paul Lindquist 
Phillip Lindsay 
Ryan Lindley 
Steve Lindsey 
Trevard Lindley 
Tyler Linderbaum 
Vic Lindskog 
Bill Line 
Zach Line 
Adam Lingner 
Bob Lingenfelter 
Chim Lingrel 
Goran Lingmerth 
Toni Linhart 
Jack Lininger 
Jeff Linkenbach 
Aubrey Linne 
Chris Linnin 
Frank Linnan 
Jack Linn 
Larry Linne 
Corey Linsley 
Jonathan Linton 
Joe Lintzenich 
Augie Lio 
Jim Lipinski 
Louis Lipps 
Ronnie Lippett 
Tony Lippett 
Gene Lipscomb 
John Lipski 
Paul Lipscomb 
Don Lisbon 
Rusty Lisch 
Tony Liscio 
Pete Liske 
Sean Lissemore 
Ed Listopad 
Paul Liston 
Greg Liter 
Red Litkus 
Carl Littlefield 
Cory Littleton 
David Little 
Dave Little 
Earl Little 
Everett Little 
Floyd Little 
George Little 
Greg Little 
Greg Little 
Jack Little 
Jim Little 
John Little 
Jody Littleton 
Joe Little Twig 
Larry Little 
Leonard Little 
Lou Little 
Steve Little 
Walker Little 
Corey Liuget 
Mickey Livers 
Virgil Livers 
Andy Livingston 
Bob Livingstone 
Bruce Livingston 
Cliff Livingston 
Dale Livingston 
Howie Livingston 
Mike Livingston 
Nate Livings 
Ted Livingston 
Walt Livingston 
Warren Livingston 
Chris Liwienski 
Brandon Lloyd 
Dave Lloyd 
Dan Lloyd 
Devin Lloyd 
Doug Lloyd 
Greg Lloyd 
Greg Lloyd 
Jeff Lloyd 
Rhys Lloyd 
Phil Loadholt 
Bill Lobenstein 
Greg Loberg 
Billy Locklin 
Bret Lockett 
Spider Lockhart 
Charles Lockett 
Danny Lockett 
Drew Lock 
Eugene Lockhart 
Frank Lockett 
J.W. Lockett 
Jake Locker 
Jeff Locke 
Kevin Lockett 
Kerry Locklin 
Michael Lockley 
P.J. Locke 
Ricardo Lockette 
Scott Lockwood 
Sean Locklear 
Tyler Lockett 
Wade Lockett 
Mike Lodish 
Cullen Loeffler 
Dick Loepfe 
Chuck Loewen 
Mitchell Loewen 
Curtis Lofton 
James Lofton 
Oscar Lofton 
Steve Lofton 
Andy Logan 
Bennie Logan 
Chuck Logan 
Dave Logan 
David Logan 
Dick Logan 
Ernie Logan 
James Logan 
Jerry Logan 
Jim Logan 
Marc Logan 
Mike Logan 
Obert Logan 
Randy Logan 
Stefan Logan 
T.J. Logan 
Bob Logel 
Chip Lohmiller 
John Lohmeyer 
Joe Lokanc 
Derek Lokey 
Slick Lollar 
Al Lolotai 
John Lomakoski 
Mark Lomas 
Neil Lomax 
Tony Lomack 
Tom Lomasney 
Antonio London 
Brandon London 
Drake London 
LaCale London 
Mike London 
Tom London 
Frank Lone Star 
Keith Loneker 
Ted Lone Wolf 
Bill Long 
Bob Long 
Bob Long 
Bob Long 
Buford Long 
Carson Long 
Chuck Long 
Charley Long 
Chris Long 
Clint Longley 
David Long 
David Long 
Darren Long 
Dave Long 
Doug Long 
Harvey Long 
Howie Long 
Hunter Long 
Jake Long 
Jerome Long 
Johnny Long 
Kevin Long 
Ken Long 
Kevin Long 
Ken Longenecker 
Khari Long 
Kyle Long 
Lance Long 
Louie Long 
Matt Longacre 
Matt Long 
Mel Long 
Mike Long 
Paul Longua 
Rien Long 
Roy Longstreet 
Sam Longmire 
Spencer Long 
Steve Longa 
Terry Long 
Tim Long 
Tom Long 
Tom Longo 
Ty Long 
Ryan Longwell 
Dane Looker 
Dean Look 
John Lookabaugh 
Ace Loomis 
Don Looney 
James Looney 
Jim Looney 
Joe Don Looney 
Joe Looney 
Bill Lopasky 
Daniel Loper 
Roy Lopez 
Tom Lopienski 
Karl Lorch 
Jack Lord 
Jammal Lord 
Jared Lorenzen 
Erik Lorig 
Tony Lorick 
Jack Losch 
J.P. Losman 
Craig Loston 
Billy Lothridge 
Ed Lothamer 
Andre Lott 
Anthone Lott 
Billy Lott 
John Lott 
John Lott 
Ronnie Lott 
Thomas Lott 
John Lotulelei 
Star Lotulelei 
Fletcher Louallen 
Alvin Loucks 
Corey Louchiey 
Ed Loucks 
Isaiahh Loudermilk 
Kamil Loud 
Rommie Loudd 
Tom Louderback 
Al Louis-Jean 
Lamar Louis 
Lance Louis 
Ricardo Louis 
Angelo Loukas 
Ron Lou 
Rick Lovato 
Calvin Loveall 
Clarence Love 
David Loverne 
Duval Love 
Edwin Lovelady 
Fritz Loven 
John Love 
John LoVetere 
John Lovett 
Jordan Love 
Josh Lovelady 
Julian Love 
Kyle Love 
Mike Love 
Randy Love 
Sean Love 
Terry Love 
Walt Love 
Derek Loville 
Warren Loving 
Frank LoVuolo 
Kirk Lowdermilk 
Bulger Lowe 
Darby Lowery 
Dwight Lowery 
Gary Lowe 
Hugh Lowery 
Lloyd Lowe 
Michael Lowery 
Omare Lowe 
Paul Lowe 
Reggie Lowe 
Nick Lowery 
Vederian Lowe 
Walter Lowe 
Woodrow Lowe 
Calvin Lowry 
Dean Lowry 
Orlando Lowry 
Quentin Lowry 
Jackie Lowther 
Alex Loyd 
Jeremy Loyd 
Mike Loyd 
Shalom Luani 
Steve Lubischer 
Lou Lubratovich 
Abraham Lucas 
Al Lucas 
Chad Lucas 
Chase Lucas 
Cornelius Lucas 
Dick Lucas 
Jeff Lucas 
Jordan Lucas 
Justin Lucas 
Ken Lucas 
Ray Lucas 
Richie Lucas 
Tim Lucas 
Mike Lucci 
Derrel Luce 
John Lucente 
Lew Luce 
Wayne Lucier 
Andrew Luck 
Bill Lucky 
Mick Luckhurst 
Mike Lucky 
Oliver Luck 
Sid Luckman 
Terry Luck 
Bill Lueck 
Don Luft 
Nolan Luhn 
Jonathan Luigs 
Johnny Lujack 
Cole Luke 
Jesse Luketa 
Jim Lukens 
Steve Luke 
Tommy Luke 
Tom Luken 
Triandos Luke 
Jack Lummus 
Father Lumpkin 
Joey Lumpkin 
Kregg Lumpkin 
Ricky Lumpkin 
Ron Lumpkin 
Sean Lumpkin 
Bobby Luna 
Dave Lunceford 
Bill Lund 
Bob Lundell 
Brad Lundblade 
Dennis Lundy 
Kayo Lunday 
Lamar Lundy 
Wali Lundy 
Charlie Lungren 
Mel Lunsford 
Jerry Lunz 
Bob Lurtsema 
LaDue Lurth 
Vaughn Lusby 
Jim Luscinski 
Mike Lush 
Bob Lusk 
Henry Lusk 
Herb Lusk II 
Booth Lusteg 
Ed Luther 
Jake Luton 
Scott Lutrus 
Deuce Lutui 
Dave Lutz 
Wil Lutz 
Frankie Luvu 
Chris Luzar 
Allen Lyday 
Todd Lyght 
Dewey Lyle 
Garry Lyle 
Keith Lyle 
Lenny Lyles 
Lester Lyles 
Rick Lyle 
Robert Lyles 
Del Lyman 
Dustin Lyman 
Jeff Lyman 
Link Lyman 
Aaron Lynch 
Ben Lynch 
Blake Lynch 
Cameron Lynch 
Carl Lynch 
Corey Lynch 
Dick Lynch 
Ed Lynch 
Eric Lynch 
Fran Lynch 
James Lynch 
James Lynch 
Jim Lynch 
John Lynch 
Lorenzo Lynch 
Lynn Lynch 
Marshawn Lynch 
Paxton Lynch 
Paul Lynch 
Shawn Lynch 
Tom Lynch 
Anthony Lynn 
Johnny Lynn 
Babe Lyon 
Billy Lyon 
Dicky Lyons 
John Lyons 
Lamar Lyons 
Marty Lyons 
Mitch Lyons 
Pratt Lyons 
Robert Lyons 
Tommy Lyons 
Matt Lytle 
Rob Lytle 
Herbert Maack 
J.D. Maarleveld 
Bill Maas 
Dylan Mabin 
Greg Mabin 
Ron Mabra 
Tyler Mabry 
John Macaulay 
Ken MacAfee 
Ken MacAfee 
Max MacCollum 
Allen MacDonald 
Buck MacDonald 
Dan MacDonald 
Jay MacDowell 
Mark MacDonald 
Mickey MacDonnell 
Corey Mace 
Don Macek 
John Macerelli 
Mel Maceau 
J.P. Machado 
Mike Machurek 
Art Macioszczyk 
Alex Mack 
Austin Mack 
Bill Mackrides 
Cedric Mack 
Daylon Mack 
David Macklin 
Dee Mackey 
Doug Mackie 
Earsell Mackbee 
Elbert Mack 
Isaiah Mack 
Jacque MacKinnon 
Jack Mackenroth 
John Mackey 
Johnny Mackorell 
Kevin Mack 
Khalil Mack 
Kim Mack 
Kyle Mackey 
Ledarius Mack 
Louis Mackey 
Marlon Mack 
Malaefou MacKenzie 
Milton Mack 
Red Mack  
Rico Mack 
Roy Mackert 
Stacey Mack 
Terence Mack 
Tom Mack 
Tremain Mack 
Bob MacLeod 
Jeremy Maclin 
Tom MacLeod 
Jim MacMurdo 
Ray MacMurray 
Stu MacMillan 
Eddie Macon 
Waddy MacPhee 
Kyle MacWherter 
John Maczuzak 
Elmer Madar 
Elmer Madarik 
Anthony Maddox 
Avonte Maddox 
Bob Maddock 
Bob Maddox 
Buster Maddox 
Lloyd Madden 
Mark Maddox 
Nick Maddox 
Tommy Maddox 
Tre Madden 
George Maderos 
Adrian Madise 
Anthony Madison 
John Madigan 
Sam Madison 
John Madsen 
Lynn Madsen 
Justin Madubuike 
Mossis Madu 
Lamar Mady 
Al Maeder 
Chet Maeda 
Jeff Maehl 
Joe Maese 
Boye Mafe 
Mike Magac 
Alex Magee 
Brandon Magee 
Calvin Magee 
Craig Mager 
George Magerkurth 
Jim Magee 
John Magee 
Terrence Magee 
Chick Maggioli 
Curt Maggitt 
Don Maggs 
Al Maginnes 
Dave Maginnes 
Al Maglisceau 
Joe Magliolo 
Dante Magnani 
Erik Magnuson 
Glen Magnusson 
James Magner 
George Magulick 
Paul Maguire 
Bob Mahan 
Drew Mahalic 
Ryan Mahaffey 
Sean Mahan 
Walter Mahan 
Birtie Maher 
Brett Maher 
Bruce Maher 
Frank Maher 
Jesse Mahelona 
Reno Mahe 
Eric Mahlum 
Brendan Mahon 
Ike Mahoney 
John Mahoney 
Patrick Mahomes 
Roger Mahoney 
Al Mahrt 
Armin Mahrt 
Johnny Mahrt 
Lou Mahrt 
Kaluka Maiava 
Steve Maidlow 
Jordan Mailata 
Marcus Mailei 
Ralph Maillard 
Gil Mains 
Jack Maitland 
Don Majkowski 
Billy Majors 
Bobby Majors 
Joe Majors 
Joel Makovicka 
Kevin Malast 
Rydell Malancon 
Siupeli Malamala 
Anthony Malbrough 
Harry Malcolm 
Howard Maley 
John Malecki 
Bill Malinchak 
Gene Malinowski 
Joe Malkovich 
Fran Mallick 
Irvin Mallory 
Josh Mallard 
John Mallory 
Larry Mallory 
Les Molloy 
Ray Mallouf 
Rick Mallory 
Ryan Mallett 
Ryan Malleck 
Wesly Mallard 
Alfred Malone 
Art Malone 
Benny Malone 
Charley Malone 
Darrell Malone 
DeAngelo Malone 
Grover Malone 
Josh Malone 
Mark Malone 
Ned Maloney 
Ralph Malone 
Red Maloney 
Robert Malone 
Van Malone 
Cassh Maluia 
Cameron Malveaux 
Mike Mamula 
Ryan Manalac 
Massimo Manca 
Greg Mancz 
Vaughn Mancha 
Chris Mandeville 
Dave Manders 
Jack Manders 
Jim Mandich 
Mike Mandarino 
Pete Mandley 
Pug Manders 
Tony Mandarich 
James Maness 
Steve Maneri 
Tony Manfreda 
Dino Mangiero 
John Mangum 
John Mangum 
Kris Mangum 
Mark Manges 
Nick Mangold 
Pete Mangum 
Chris Manhertz 
Jason Maniecki 
Jimmy Manion 
Joe Maniaci 
Carl Mankat 
Jim Mankins 
Logan Mankins 
Dexter Manley  
Jack Manley 
James Manley 
Willie Manley 
Aaron Manning 
Archie Manning 
Bob Mann 
Brian Manning 
Braden Mann 
Charles Mann 
Dave Mann 
Danieal Manning 
Eli Manning 
Errol Mann 
Jim Manning 
Maurice Mann 
Mario Manningham 
Patrick Mannelly 
Peyton Manning 
Pete Manning 
Ricky Manning 
Rosie Manning 
Roy Manning 
Sean Mannion 
Terrell Manning 
Wade Manning 
Brison Manor 
Don Manoukian 
Sam Manos 
Tim Manoa 
Eggs Manske 
Jerry Mansfield 
Ray Mansfield 
Von Mansfield 
Joe Mantell 
Tillie Manton 
Brandon Manumaleuna 
Dan Manucci 
EJ Manuel 
Frank Manumaleuga 
Greg Manusky 
Lionel Manuel 
Marquand Manuel 
Rod Manuel 
Sean Manuel 
Vince Manuwai 
Bap Manzini 
Johnny Manziel 
Joseph Manzo 
Bobby Maples 
Butch Maples 
Howard Maple 
Tal Maples 
Stansly Maponga 
Chris Maragos 
Gary Marangi 
Joe Maras 
Basilio Marchi 
Ed Marcontell 
Frank Marchlewski 
Gino Marchetti 
Hugo Marcolini 
Joe Marconi 
Justin March 
Ken Marchiol 
Chester Marcol 
Pete Marcus 
Ron Marciniak 
Ted Marchibroda 
Greg Marderian 
Andy Marefos 
Jodie Marek 
Owen Marecic 
Ray Marelli 
Olindo Mare 
Bob Margarita 
Joe Margucci 
Ken Margerum 
Brock Marion 
Dan Marino 
Dutch Marion 
Ed Marinaro 
Fred Marion 
Frank Marion 
Jerry Marion 
Marc Mariani 
Marcus Mariota 
Marv Marinovich 
Todd Marinovich 
Vic Marino 
Cliff Marker 
Dale Markham 
Greg Mark 
Harry Marker 
Jeff Markland 
Larry Marks 
Lou Mark 
Mark Markovich 
Sen'Derrick Marks 
Steve Marko 
Vic Markov 
Dean Marlowe 
Seth Marler 
Duke Maronic 
Laurence Maroney 
Lou Marotti 
Sal Marone 
Steve Maronic 
Ali Marpet 
Bob Marques 
Bradley Marquez 
Rube Marquardt 
Doug Marrone 
John Marrow 
Vince Marrow 
Aaron Marsh 
Al Marshall 
Alfonso Marshall 
Amos Marsh 
Anthony Marshall 
Arthur Marshall 
Bobby Marshall 
Brandon Marshall 
Brandon Marshall 
Bud Marshall 
Byron Marshall 
Cassius Marsh 
Charley Marshall 
Chuck Marshall 
Curtis Marsh 
Curtis Marsh 
Curt Marsh 
David Marshall 
Dick Marsh 
Doug Marsh 
Ed Marshall 
Frank Marsh 
Greg Marshall 
Henry Marshall 
Iman Marshall 
Jalin Marshall 
James Marshall 
Jim Marshall 
Jim Marsalis 
Jonathan Marshall 
Keyonta Marshall 
Larry Marshall 
Leonard Marshall 
Lemar Marshall 
Marvin Marshall 
Nick Marshall 
Phil Marshall 
Rasheed Marshall 
Randy Marshall 
Ralph Marston 
Richard Marshall 
Tank Marshall 
Terrace Marshall Jr. 
Torrance Marshall 
Trey Marshall 
Warren Marshall 
Whit Marshall 
Wilber Marshall 
Aaron Martin 
Abe Martin 
Amos Martin 
Bill Martin 
Billy Martin 
Blanche Martin 
Blake Martinez 
Bob Martin 
Caleb Martin 
Cecil Martin 
Charly Martin 
Charles Martin 
Chris Martin 
Chris Martin 
Curtis Martin 
David Martin 
Dave Martin 
David Martin 
Dee Martin 
Derrick Martin 
Derrick Martin 
Doug Martin 
Don Martin 
Doug Martin 
Emanuel Martin 
Emerson Martin 
Eric Martin 
Eric Martin 
Freddie Martino 
Frank Martin 
Gabe Martin 
George Martin 
Glenn Martinez 
Harvey Martin 
Herman Martell 
Hersh Martin 
Ike Martin 
Ingle Martin 
Jamie Martin 
Jamar Martin 
Jacob Martin 
Jack Martin 
James Marten 
Jim Martin 
John Martinkovic 
Jonathan Martin 
Josh Martin 
Joe Martin 
Johnny Martin 
Kareem Martin 
Kamal Martin 
Kelvin Martin 
Keshawn Martin 
Koda Martin 
Larry Martin 
Lonnie Marts 
Marcus Martin 
Matt Martin 
Mike Martin 
Mike Martin 
Nick Martin 
Paul Martha 
Patsy Martinelli 
Phil Martinovich 
Rich Martini 
Rod Martin 
Ronald Martin 
Robbie Martin 
Roy Martineau 
Ruvell Martin 
Sammy Martin 
Sam Martin 
Saladin Martin 
Sherrod Martin 
Steve Martin 
Steve Martin 
Tay Martin 
Tee Martin 
Terrance Martin 
Tony Martin 
Tracy Martin 
Vaughn Martin 
Vern Martin 
Wayne Martin 
Wes Martin 
Zack Martin 
Eugene Marve  
Mickey Marvin 
Tommy Marvaso 
Greg Marx 
Russell Maryland 
Tyler Marz 
Len Masini 
Matthew Masifilo 
John Maskas 
Matt Maslowski 
Mike Maslowski 
Dave Mason 
Derrick Mason 
Eddie Mason 
Grant Mason 
Jordan Mason 
Joel Mason 
Larry Mason 
Lindsey Mason 
Marcus Mason 
Sam Mason 
Shaq Mason 
Tommy Mason 
Tre Mason 
Bobby Massie 
Carlton Massey 
Chris Massey 
Jim Massey 
Jonathan Massaquoi 
Mohamed Massaquoi 
Rick Massie 
Robert Massey 
Tim Massaquoi 
Wayne Mass 
Bernie Masterson 
Billy Masters 
Bob Masters 
Bob Masterson 
Forrest Masterson 
Gus Mastrogany 
Jeron Mastrud 
John Mastrangelo 
Le'Shai Maston 
Luke Masterson 
Norm Masters 
Tim Masthay 
Walt Masters 
Bill Matan 
Chris Matau 
Hercules Mata'afa 
Stan Mataele 
Tyler Matakevich 
Ed Matesic 
Joe Matesic 
Barney Mathews 
Bill Mathis 
Bob Matheson 
Bruce Mathison 
Charlie Mathys 
Damarri Mathis 
Derrick Mathews 
Dedric Mathis 
Evan Mathis 
Jack Matheson 
Jason Mathews 
Jerome Mathis 
Kevin Mathis 
Mark Mathis 
Ned Mathews 
Neil Mathews 
Phidarian Mathis 
Ray Mathews 
Rashean Mathis 
Reggie Mathis 
Riley Matheson 
Ric Mathias 
Ricardo Mathews 
Robert Mathis 
Ryan Mathews 
Terance Mathis 
Tyrann Mathieu 
 Mathewson 
John Matisi 
Ross Matiscik 
Tony Matisi 
Trevor Matich 
John Matlock 
Archie Matsos  
Arthur Matsu 
Ollie Matson 
Pat Matson 
Allama Matthews 
Alexander Mattison 
Al Matthews 
Aubrey Matthews 
Bill Matthews 
Bo Matthews 
Bruce Matthews 
Bryan Mattison 
Casey Matthews 
Chris Matthews 
Christian Matthew 
Clay Matthews 
Cliff Matthews 
Clay Matthews 
Clay Matthews 
Frank Matteo 
Frank Mattiace 
Fran Mattingly 
Frank Mattioli 
Grant Mattos 
Harry Mattos 
Henry Matthews 
Ira Matthews 
Jake Matthews 
Jack Mattiford 
Jordan Matthews 
Joe Mattern 
John Mattox 
John Matthews 
Kevin Matthews 
Marv Mattox 
Michael Matthews 
Rishard Matthews 
Riley Mattson 
Ron Mattes 
Shane Matthews 
Steve Matthews 
Tom Matte 
Wes Matthews 
Al Matuza 
John Matuszak 
Marv Matuszak 
Rey Maualuga 
Carl Mauck 
Matt Mauck 
Josh Mauga 
Reagan Maui'a 
Arthur Maulet 
Lorenzo Mauldin 
Stan Mauldin 
Tuffy Maul 
Chris Maumalanga 
Viliami Maumau 
Andy Maurer 
Josh Mauro 
Michael Mauti 
Rich Mauti 
Earl Maves 
Menil Mavraides 
Kevin Mawae 
Curtis Maxey 
Johnny Maxey 
Marcus Maxey 
Brett Maxie 
Alvin Maxson 
Bruce Maxwell 
Byron Maxwell 
Jim Maxwell 
Joey Maxwell 
Marcus Maxwell 
Tommy Maxwell 
Vernon Maxwell 
Aaron Maybin 
Doug Mayberry 
James Mayberry 
Jermane Mayberry 
Tony Mayberry 
Jared Mayden 
Adrian Mayes 
Alonzo Mayes 
Ben Mayes 
Carl Mayes 
Derrick Mayes 
Emil Mayer 
Frank Mayer 
Marcus Maye 
Michael Mayes 
Rueben Mayes 
Rufus Mayes 
Shawn Mayer 
Tony Mayes 
Baker Mayfield 
Corey Mayfield 
Jalen Mayfield 
Lindy Mayhew 
Martin Mayhew 
Gene Mayl 
Vince Mayle 
Brad Maynard 
Don Maynard 
Les Maynard 
Lew Mayne 
Benson Mayowa 
David Mayo 
Jerod Mayo 
Mike Mayock 
Ron Mayo 
Alvoid Mays 
Cade Mays 
Corey Mays 
Dave Mays 
Damon Mays 
Devante Mays 
Jerry Mays 
Jerry Mays 
Joe Mays 
Kivuusama Mays 
Lee Mays 
Stafford Mays 
Taylor Mays 
Art May 
Bill May 
Deems May 
Dean May 
Jack May 
Mark May 
Marc May 
Ray May 
Sherriden May 
Walt May 
Frank Maznicki 
Fred Mazurek 
Cole Mazza 
Tim Mazzetti 
Geno Mazzanti 
Jerry Mazzanti 
Vince Mazza 
Joey Mbu 
Bob McAdams 
Carl McAdams 
Derrick McAdoo 
Dean McAdams 
Jason McAddley 
Fred McAfee 
George McAfee 
Pat McAfee 
Wes McAfee 
Chris McAlister 
Deuce McAllister 
Ed McAleney 
James McAlister 
Ken McAlister 
Jack McArthur  
Kevin McArthur 
Jack McAuliffe 
Darcel McBath 
Mike McBath 
Ryan McBean 
Adrian McBride 
Charlie McBride 
Jack McBride 
Mat McBriar 
Norm McBride 
Oscar McBride 
Ron McBride 
Tod McBride 
Tre McBride 
Trey McBride 
Trumaine McBride 
Turk McBride 
Gerald McBurrows 
A.J. McCarron 
Art McCaffray 
Bill McCaw 
Bob McCall 
Bobby McCain 
Bob McCaffrey 
Bob McCain 
Brendan McCarthy 
Bryan McCann 
Brice McCain 
Chris McCain 
Christian McCaffrey 
Colin McCarthy 
Darnerien McCants 
Don McCauley 
Don McCall 
Don McCafferty 
Don McCarthy 
Ed McCaffrey 
Ed McCall 
Ernie McCann 
Eugene McCaslin 
Fred McCallister 
Jack McCarthy 
Jerry McCabe 
Jim McCanless 
Jim McCann 
Jim McCarthy 
Joe McCall 
John McCambridge 
John McCargo 
John McCarthy 
Justin McCareins 
Keenan McCardell 
Kevin McCadam 
Keith McCants 
Kyle McCarthy 
Larry McCarren 
Leo McCausland 
Matt McCants 
Max McCaffrey 
Mac McCain 
Marquan McCall 
Marcus McCauley 
Mike McCaffrey 
Mickey McCarty 
Napoleon McCallum 
Onterio McCalebb 
Pete McCartney 
Reese McCall 
Riley McCarron 
Richie McCabe 
